	Epic	Year	Reporting date	Tangible assets	Intangible asssets and goodwill	Investments and other non-current assets	Total non-current assets	Inventory / Work in progress	Trade and other receivables	Cash and Equivalents	Other current assets and asset held for resale	Total of all ASSETS	Short term liabilities	Long term liabilities	Other liabilites / pension etc	Total of all LIABILITIES		Net assets	Share Capital	Minority Interests	Retained earnings	Share premium account	Other Equity	Total EQUITY	Cash from operating activities	Cashflow before financing	Increase / Decrease in Cash	Turnover	Cost of sales	Gross Profit	Operating Profit	Pre-Tax profit	Profit / Loss for the year
2	GFTU	2015	31 Dec 2015	430	554	37	1021	276	356	212	11	1875	494	392	0	886		989	8	3	696	210	71	989	113	-23	34	2212	0	0	128	120	97
3	GFTU	2014	31 Dec 2014	423	486	44	954	250	303	182	11	1699	464	329	0	793		906	8	4	611	207	76	906	141	67	32	2082	0	0	110	101	80
4	GFTU	2013	31 Dec 2013	413	481	39	934	246	308	151	12	1651	334	443	0	777		874	8	4	575	207	80	874	77	49	22	1900	0	0	80	68	62
0	GLO	2017	31 Dec 2017	2114	119	687	2919	32	167	434	44	3596	481	2673	0	3154		442	0	153	-692	0	981	442	533	368	172	905	636	269	222	43	21
0	GNC	2017	29 Sep 2017	486	1078	118	1682	82	255	20	0	2038	479	849	0	1328		711	7	5	0	648	51	711	118	-608	-5	2320	1694	625	43	12	14
1	GNC	2016	30 Sep 2016	367	552	87	1007	66	158	26	1	1256	396	574	0	970		286	4	4	0	199	78	286	115	-4	19	1482	1010	472	75	48	49
2	GNC	2015	25 Sep 2015	305	508	100	912	58	144	6	7	1127	426	378	0	804		323	4	3	0	192	124	323	79	-22	-5	1340	917	423	80	59	59
3	GNC	2014	26 Sep 2014	247	499	87	833	54	127	12	0	1026	352	391	0	742		284	4	3	0	186	90	284	85	35	11	1274	879	395	59	44	49
4	GNC	2013	27 Sep 2013	229	500	106	835	53	116	6	1	1011	385	374	0	759		252	4	3	0	177	67	252	66	39	-17	1197	838	359	60	45	72
0	GNK	2017	30 Apr 2017	3622	1273	80	4974	45	93	443	43	5598	741	2913	0	3654		1944	39	0	1081	262	563	1944	299	193	67	2217	0	0	347	185	152
1	GNK	2016	01 May 2016	3671	1297	96	5064	41	83	382	40	5609	753	2983	0	3736		1874	39	0	1001	261	573	1874	245	238	166	2073	0	0	366	190	191
2	GNK	2015	03 May 2015	2235	701	84	3020	32	59	210	28	3349	563	1757	0	2320		1029	28	0	911	259	-169	1029	197	133	8	1315	0	0	212	118	89
3	GNK	2014	04 May 2014	2170	704	76	2949	31	60	216	104	3360	515	1782	0	2297		1063	27	0	898	257	-119	1063	204	74	182	1302	0	0	199	105	96
4	GNK	2013	28 Apr 2013	2211	725	103	3039	27	74	31	31	3203	344	1887	0	2231		972	27	0	856	254	-166	972	196	103	-12	1195	0	0	229	115	98
0	GNS	2017	30 Jun 2017	68	193	311	572	33	89	27	77	798	94	302	0	396		402	6	3	239	113	41	402	35	-5	-8	459	0	0	38	41	34
1	GNS	2016	30 Jun 2016	62	429	33	523	36	78	34	68	739	77	294	0	371		368	6	-6	219	112	37	368	30	10	11	388	0	0	59	61	50
2	GNS	2015	30 Jun 2015	50	386	28	464	32	75	21	52	644	81	258	0	339		305	6	-6	203	112	-10	305	35	12	-2	399	0	0	60	58	41
3	GNS	2014	30 Jun 2014	41	343	27	410	31	75	23	45	584	78	221	0	299		285	6	1	179	112	-12	285	32	-7	6	372	0	0	42	38	29
4	GNS	2013	30 Jun 2013	45	360	32	437	35	79	18	41	610	69	241	0	310		301	6	0	157	112	25	301	24	17	-1	345	0	0	37	38	27
0	GOG	2017	01 Jul 2017	575	92	7	674	19	333	590	2	1617	1098	292	0	1390		227	74	25	206	2	-79	227	144	-9	-46	3481	0	0	151	137	112
1	GOG	2016	02 Jul 2016	494	83	6	583	18	337	636	1	1576	934	447	0	1381		195	72	24	178	2	-81	195	212	109	32	3361	0	0	117	100	81
2	GOG	2015	27 Jun 2015	85	437	13	535	18	260	604	6	1423	882	459	0	1340		83	72	17	80	0	-87	83	411	402	322	3215	0	0	97	79	59
3	GOG	2014	28 Jun 2014	459	88	13	560	16	255	282	72	1184	641	476	0	1117		67	72	16	50	0	-72	67	172	108	33	2702	0	0	110	91	78
4	GOG	2013	29 Jun 2013	458	98	16	571	14	238	249	3	1076	524	502	0	1025		50	72	16	32	0	-70	50	115	59	-5	2572	0	0	92	76	60
0	GPOR	2018	31 Mar 2018	5	0	2729	2734	0	15	351	20	3120	514	239	0	753		2367	43	0	1958	46	320	2367	240	705	326	387	0	0	150	77	70
1	GPOR	2017	31 Mar 2017	5	0	2835	2840	0	352	26	248	3465	147	579	0	726		2738	43	0	2331	352	13	2738	-58	146	13	122	0	0	-138	-140	-139
2	GPOR	2016	31 Mar 2016	1	0	3476	3477	0	37	13	174	3701	135	653	0	788		2912	43	0	2510	352	7	2912	15	75	8	129	0	0	539	555	556
3	GPOR	2015	31 Mar 2015	0	0	2985	2985	0	28	4	117	3134	73	670	0	743		2391	43	0	1991	352	5	2391	8	56	-4	89	0	0	505	507	508
4	GPOR	2014	31 Mar 2014	0	0	2516	2516	0	27	8	93	2644	59	653	0	712		1932	43	0	1520	352	17	1932	17	266	2	69	0	0	474	422	422
0	GRG	2017	30 Dec 2017	319	15	1	335	19	33	55	0	441	128	14	0	142		299	2	0	283	14	0	299	117	47	9	960	358	602	72	72	57
1	GRG	2016	02 Jan 2016	284	10	4	298	15	28	43	0	384	106	12	0	118		266	2	0	250	14	0	266	104	50	-1	836	305	531	73	73	58
2	GRG	2016.1	02 Jan 2016	284	10	4	298	15	28	43	0	384	106	12	0	118		266	2	0	250	14	0	266	104	50	-1	836	305	531	73	73	58
3	GRG	2015	03 Jan 2015	263	5	0	267	15	26	44	17	369	102	20	0	122		247	2	0	231	14	0	247	97	44	22	804	316	488	50	50	38
4	GRG	2013	28 Dec 2013	268	1	0	269	15	25	22	3	334	81	17	0	98		236	2	0	220	14	0	236	69	21	2	762	308	455	33	33	24
0	GRI	2017	30 Sep 2017	1	2	684	688	841	146	89	3	1767	63	959	0	1022		745	21	0	589	111	25	745	46	-62	-2	265	0	0	105	86	75
1	GRI	2016	30 Sep 2016	1	2	547	550	904	64	91	4	1613	156	782	0	938		675	21	0	528	111	16	675	54	227	0	220	0	0	116	84	135
2	GRI	2015	30 Sep 2015	2	3	643	647	1152	32	89	2	1922	229	1127	0	1357		565	21	0	412	111	22	565	-2	14	15	244	0	0	97	50	43
3	GRI	2014	30 Sep 2014	335	2	284	621	1020	75	74	3	1794	143	1113	0	1256		538	21	0	383	110	24	538	-71	-44	-13	319	0	0	106	81	75
4	GRI	2013	30 Sep 2013	355	1	262	618	950	43	90	10	1711	209	1037	0	1246		466	21	0	311	110	24	466	84	297	16	283	0	0	104	64	54
0	GSS	2017	30 Jun 2017	0	0	1280	1280	0	7	35	0	1322	8	0	0	8		1314	0	0	47	134	1132	1314	15	15	15	0	0	0	0	10	0
0	GVC	2017	31 Dec 2017	16	1532	6	1554	0	116	304	7	1980	326	376	0	702		1279	3	-2	-284	1525	36	1279	160	117	-63	896	442	454	-5	-26	-39
1	GVC	2016	31 Dec 2016	20	1609	9	1638	0	105	355	98	2196	722	77	0	798		1397	3	-2	-121	1478	38	1397	14	-179	340	823	386	438	-81	-139	-139
2	GVC	2015	31 Dec 2015	1	155	3	159	0	35	28	10	232	81	23	0	104		128	1	0	1	85	41	128	39	30	10	248	112	135	28	26	25
3	GVC	2014	31 Dec 2014	1	154	4	159	0	28	18	4	209	50	9	0	59		149	1	0	23	85	41	149	48	36	-1	225	102	123	43	41	41
4	GVC	2013	31 Dec 2013	1	154	0	155	0	24	19	2	199	44	14	0	58		141	1	0	15	85	41	141	-8	58	12	168	66	103	14	13	12
0	HAS	2017	30 Jun 2017	24	242	23	289	0	908	112	0	1309	717	6	0	723		586	15	0	94	369	108	586	134	113	43	5081	0	0	212	205	139
1	HAS	2016	30 Jun 2016	20	242	24	286	0	764	63	7	1119	605	57	0	661		458	15	0	-16	370	89	458	103	89	-28	4231	0	0	181	173	125
2	HAS	2015	30 Jun 2015	16	228	36	280	0	601	70	0	951	502	179	0	681		270	15	0	-138	370	24	270	132	83	31	3843	0	0	164	156	106
3	HAS	2014	30 Jun 2014	18	207	35	260	0	579	48	0	887	481	166	0	646		241	15	0	-198	370	54	241	103	91	14	3679	0	0	140	132	91
4	HAS	2013	30 Jun 2013	22	222	34	278	0	566	40	0	884	471	196	0	668		216	15	0	-244	369	77	216	78	67	-2	3697	0	0	126	119	72
0	HFD	2018	30 Mar 2018	101	394	8	503	196	56	27	0	782	228	132	0	360		422	2	0	281	151	-12	422	79	34	9	1135	565	570	70	67	55
1	HFD	2017	31 Mar 2017	103	394	8	505	191	58	17	5	776	247	122	0	369		408	2	0	263	151	-9	408	72	16	9	1095	536	559	74	71	56
2	HFD	2016	01 Apr 2016	107	363	0	470	158	61	12	4	705	223	77	0	300		405	2	0	260	151	-8	405	84	45	-11	1022	478	543	83	80	64
3	HFD	2015	27 Mar 2015	104	357	4	465	149	56	22	4	696	227	101	0	328		368	2	0	227	151	-12	368	120	67	5	1025	479	546	87	84	66
4	HFD	2014	28 Mar 2014	95	342	4	442	150	53	5	0	650	191	133	0	324		326	2	0	188	151	-15	326	68	41	-9	940	436	504	78	73	56
0	HICL	2018	31 Mar 2018	0	0	2677	2677	0	0	1	0	2678	1	0	0	1		2677	0	0	651	2026	0	2677	131	-136	-0	124	0	0	0	150	0
1	HICL	2017	31 Mar 2017	0	0	2348	2348	0	2	82	5	2437	17	0	0	17		2419	0	0	666	1753	0	2419	107	-269	0	0	0	0	0	149	0
0	HIK	2017	31 Dec 2017	828	785	201	1814	488	707	227	152	3388	797	1063	0	1860		1528	40	14	0	282	1192	1528	443	292	72	1936	969	967	-747	-738	-839
1	HIK	2016	31 Dec 2016	969	1719	227	2915	459	759	155	75	4363	918	1034	0	1952		2411	40	15	0	282	2074	2411	293	-402	-383	1950	964	986	302	210	155
2	HIK	2015	31 Dec 2015	507	607	123	1237	251	488	553	68	2597	592	653	0	1245		1352	35	15	0	282	1020	1352	366	204	281	1440	622	818	381	318	254
3	HIK	2014	31 Dec 2014	514	602	122	1238	273	439	280	21	2251	841	194	0	1035		1216	35	19	0	281	881	1216	425	83	113	1489	638	851	402	362	282
4	HIK	2013	31 Dec 2013	443	447	142	1032	276	439	168	14	1929	586	309	0	895		1034	35	17	0	281	701	1034	337	222	-7	1365	601	764	352	298	216
0	HILS	2017	31 Dec 2017	145	164	0	309	85	117	16	1	527	119	150	0	269		259	20	0	177	34	28	259	56	33	2	585	0	0	74	70	54
1	HILS	2016	31 Dec 2016	150	167	0	316	72	113	16	1	517	119	166	0	285		232	20	0	145	34	34	232	59	4	0	540	0	0	52	48	34
2	HILS	2015	31 Dec 2015	129	126	0	256	58	99	13	0	425	97	130	0	227		199	20	0	139	33	7	199	50	19	6	468	412	56	37	33	24
3	HILS	2014	31 Dec 2014	129	126	0	255	58	93	7	2	414	99	133	0	232		182	20	0	125	32	5	182	41	7	-3	455	0	0	41	37	27
4	HILS	2013	31 Dec 2013	112	127	0	239	55	91	10	0	395	97	129	0	226		169	19	0	115	32	4	169	35	10	1	445	0	0	35	31	23
0	HMSO	2017	31 Dec 2017	5	0	9517	9522	0	111	206	37	9876	263	3575	0	3838		6038	199	14	4016	1266	543	6038	139	559	131	249	0	0	585	413	412
1	HMSO	2016	31 Dec 2016	6	0	9570	9576	0	106	74	35	9792	515	3419	0	3935		5857	198	81	3817	1257	503	5857	181	70	34	251	0	0	436	323	321
2	HMSO	2015	31 Dec 2015	8	0	8763	8770	0	118	37	34	8959	236	3137	0	3373		5586	196	69	3697	1223	401	5586	171	-619	9	236	0	0	833	732	730
3	HMSO	2014	31 Dec 2014	5	0	7512	7517	0	98	29	0	7643	205	2393	0	2598		5045	196	71	3136	1223	419	5045	128	-330	13	207	0	0	796	703	702
4	HMSO	2013	31 Dec 2013	40	0	6595	6635	0	113	57	0	6805	488	2180	0	2668		4137	178	77	2567	1222	92	4137	129	-38	-10	321	0	0	435	326	341
0	HOC	2017	31 Dec 2017	896	172	17	1085	57	81	257	23	1502	197	484	0	681		822	224	90	286	438	-217	822	234	113	118	723	549	174	90	64	54
1	HOC	2016	31 Dec 2016	975	165	28	1169	57	68	140	21	1455	172	489	0	661		793	224	90	258	438	-218	793	316	189	57	688	488	201	139	108	63
2	HOC	2015	31 Dec 2015	1046	166	11	1222	70	125	84	42	1543	207	571	0	778		766	224	90	218	438	-205	766	133	-90	-29	469	405	64	-220	-256	-240
3	HOC	2014	31 Dec 2014	1076	250	9	1335	58	167	116	30	1706	149	663	0	812		894	170	95	451	396	-218	894	85	-177	-164	493	411	82	-27	-68	-71
4	HOC	2013	31 Dec 2013	873	248	66	1188	70	168	286	22	1734	568	195	0	764		970	170	104	511	396	-212	970	65	-153	-54	622	469	153	-79	-120	-129
0	HRI	2017	31 Dec 2017	0	0	926	926	0	2	42	0	969	2	0	0	2		967	18	0	1	74	874	967	16	16	-37	0	0	0	0	1375	0
1	HRI	2016	31 Dec 2016	0	0	713	713	0	24	82	0	819	28	0	0	28		791	18	0	1	74	699	791	51	51	13	0	0	0	0	1083	0
0	HSTG	2017	31 Dec 2017	14	557	1125	1697	0	421	155	545	2818	0	0	2205	2205		613	13	0	1181	173	-754	613	222	79	-13	716	0	0	184	149	127
1	HSTG	2016	31 Dec 2016	13	567	827	1406	0	357	168	432	2363	0	0	1809	1809		554	13	0	1119	173	-751	554	173	72	16	0	0	0	132	117	97
2	HSTG	2015	31 Dec 2015	14	573	571	1157	0	262	152	319	1890	0	0	1387	1387		503	13	0	1074	173	-757	503	156	37	29	481	0	0	126	5	2
0	HSV	2018	31 Mar 2018	40	771	26	837	4	516	58	0	1415	557	306	0	863		551	9	0	248	172	122	551	130	-45	15	900	0	0	135	123	96
1	HSV	2017	31 Mar 2017	37	591	49	676	3	455	46	0	1180	502	309	0	810		370	8	1	197	46	119	370	113	-46	33	785	0	0	105	98	74
2	HSV	2016	31 Mar 2016	35	458	17	509	3	368	54	0	934	394	224	0	618		317	8	0	172	41	95	317	101	32	-21	633	0	0	87	83	62
3	HSV	2015	31 Mar 2015	31	403	14	448	1	319	75	0	843	316	158	0	474		369	8	0	252	41	68	369	67	9	-21	584	0	0	79	77	56
4	HSV	2014	31 Mar 2014	30	403	8	442	1	291	96	0	829	313	163	0	476		353	8	0	233	39	73	353	67	32	9	568	0	0	27	24	10
0	HSX	2017	31 Dec 2017	49	138	378	564	0	831	643	5169	7207	0	0	5453	5453		1754	19	1	1469	27	239	1754	69	72	-2	1998	0	0	51	31	26
1	HSX	2016	31 Dec 2016	48	124	402	574	0	806	665	4597	6642	0	0	4823	4823		1818	19	1	1488	18	292	1818	39	26	-124	1788	0	0	375	355	337
2	HSX	2015	31 Dec 2015	47	126	320	493	0	620	728	3464	5304	0	0	3775	3775		1529	19	1	1313	15	181	1529	72	12	71	1488	0	0	225	216	210
3	HSX	2014	31 Dec 2014	30	106	275	410	0	556	651	3362	4979	0	0	3525	3525		1454	20	1	1276	10	147	1454	342	298	93	1392	0	0	236	231	216
4	HSX	2013	31 Dec 2013	20	73	230	323	0	493	564	3055	4436	0	0	3026	3026		1409	21	0	1271	5	113	1409	116	123	-93	1364	0	0	252	245	238
0	HTG	2017	31 Dec 2017	383	356	10	749	286	179	36	30	1281	145	26	0	170		1111	66	19	781	153	92	1111	46	36	13	723	558	165	-25	-28	-29
1	HTG	2016	31 Dec 2016	419	381	42	841	260	112	64	25	1301	136	48	0	184		1117	66	19	800	153	79	1117	45	38	-1	456	408	48	-141	-144	-113
2	HTG	2015	31 Dec 2015	461	411	60	932	331	140	54	38	1496	177	151	0	328		1168	62	26	912	153	16	1168	142	61	-18	811	653	157	-282	-289	-227
3	HTG	2014	31 Dec 2014	473	665	49	1187	382	286	89	26	1969	310	220	0	530		1438	62	30	1164	152	31	1438	229	137	-9	1387	954	433	114	109	73
4	HTG	2013	31 Dec 2013	432	758	59	1249	386	265	167	6	2074	341	317	0	659		1415	61	31	1130	151	42	1415	180	126	6	1334	914	420	137	135	122
0	HVPE	2018	31 Jan 2018	0	0	1452	1452	0	0	257	7	1716	2	0	0	2		1714	0	0	0	0	1714	1714	82	82	82	0	0	0	0	2146	0
1	HVPE	2017	31 Jan 2017	0	0	1296	1296	0	0	175	5	1476	1	0	0	1		1475	0	0	0	0	1475	1475	-29	-29	-29	0	0	0	0	1847	0
0	HWDN	2017	30 Dec 2017	180	15	26	221	208	138	186	55	809	233	122	0	354		454	63	0	351	88	-47	454	177	128	15	1404	515	888	234	232	185
1	HWDN	2016	24 Dec 2016	168	7	26	202	184	136	139	87	748	234	117	0	351		397	64	0	299	88	-53	397	207	145	1	1307	467	840	237	237	186
2	HWDN	2015	26 Dec 2015	129	5	19	153	177	130	166	60	686	203	61	0	264		422	65	0	275	88	-6	422	158	113	9	1220	436	784	222	220	175
3	HWDN	2014	27 Dec 2014	107	3	41	151	143	133	132	86	645	194	156	0	350		295	65	0	112	88	31	295	148	116	77	1091	396	695	190	189	158
4	HWDN	2013	28 Dec 2013	96	4	24	123	123	122	140	0	509	177	70	0	247		262	64	0	88	88	22	262	87	63	43	957	366	590	138	134	100
0	IBST	2017	31 Dec 2017	400	116	47	564	91	53	31	5	745	90	234	0	324		421	4	0	777	1	-361	421	94	56	-13	452	284	168	95	83	74
1	IBST	2016	31 Dec 2016	392	123	0	516	89	52	46	3	705	101	275	0	376		329	4	0	677	0	-352	329	93	36	-7	435	269	166	114	111	90
2	IBST	2015	31 Dec 2015	347	128	0	475	83	59	51	1	669	95	258	0	352		317	4	0	679	0	-367	317	42	-306	51	358	230	129	164	95	102
0	ICP	2018	31 Mar 2018	11	18	5245	5273	0	312	521	201	6306	752	4237	0	4988		1318	77	1	1055	179	6	1318	-346	-351	-276	600	0	0	384	199	251
1	ICP	2017	31 Mar 2017	9	21	4893	4923	0	208	781	164	6076	486	4417	0	4903		1173	77	1	927	179	-11	1173	-85	-90	549	625	0	0	406	252	218
2	ICP	2016	31 Mar 2016	8	24	3720	3751	0	216	183	226	4376	375	2759	0	3134		1242	77	1	963	178	24	1242	-240	-271	-218	449	0	0	281	159	139
3	ICP	2015	31 Mar 2015	7	7	2997	3010	0	128	392	269	3799	265	2076	0	2341		1459	81	2	784	674	-82	1459	-394	-414	128	426	0	0	244	179	191
4	ICP	2014	31 Mar 2014	5	6	2087	2097	0	73	165	130	2465	151	806	0	957		1508	80	-0	709	672	46	1508	540	537	130	435	0	0	220	159	137
0	IGG	2017	31 May 2017	17	157	62	236	0	370	231	92	928	193	0	0	193		735	0	0	405	207	123	735	179	125	4	490	0	0	213	214	169
1	IGG	2016	31 May 2016	13	125	32	170	0	291	219	111	791	128	0	0	128		663	0	0	354	207	102	663	185	174	69	449	0	0	208	208	164
2	IGG	2015	31 May 2015	13	124	83	220	0	270	149	45	683	92	0	0	92		591	0	0	293	207	92	591	172	161	46	427	0	0	170	170	132
3	IGG	2014	31 May 2014	13	123	38	174	0	327	101	63	665	95	0	0	95		570	0	0	277	207	85	570	134	92	6	414	0	0	195	195	147
4	IGG	2013	31 May 2013	14	120	9	144	0	301	98	61	604	97	0	0	97		507	0	0	215	207	85	507	22	-45	-129	406	0	0	192	192	142
0	IMI	2017	31 Dec 2017	270	509	31	810	251	419	99	26	1605	645	352	0	998		607	82	0	308	13	205	607	214	132	0	1751	0	0	193	181	162
1	IMI	2016	31 Dec 2016	266	521	86	874	255	401	80	40	1649	523	543	0	1066		583	82	40	236	12	214	583	252	147	-46	1657	0	0	188	165	133
2	IMI	2015	31 Dec 2015	231	457	113	801	233	351	114	40	1540	481	470	0	951		589	82	43	276	12	176	589	243	105	88	1567	0	0	186	163	130
3	IMI	2014	31 Dec 2014	227	368	88	682	226	369	44	52	1373	433	386	0	819		554	82	45	232	11	185	554	118	778	-69	1692	0	0	270	246	671
4	IMI	2013	31 Dec 2013	223	430	51	704	246	345	72	335	1702	486	491	77	1054		648	85	47	300	172	44	648	319	262	-5	1743	0	0	271	249	227
0	INCH	2017	31 Dec 2017	802	640	199	1641	1769	464	927	77	4876	2893	529	0	3421		1455	42	21	1191	147	55	1455	390	270	51	8949	7697	1252	395	370	277
1	INCH	2016	31 Dec 2016	779	615	170	1563	1549	446	645	177	4381	2552	466	0	3019		1363	42	19	1042	147	113	1363	272	1	-90	7838	6759	1079	277	268	191
2	INCH	2015	31 Dec 2015	644	418	197	1259	1222	328	474	145	3428	1766	420	0	2186		1242	44	23	1107	147	-78	1242	241	188	-20	6836	5848	989	276	263	183
3	INCH	2014	31 Dec 2014	658	472	212	1341	999	285	528	115	3269	1534	417	0	1950		1318	45	25	1148	147	-47	1318	336	316	126	6703	5749	954	269	256	187
4	INCH	2013	31 Dec 2013	733	587	192	1512	1043	310	397	125	3386	1468	415	5	1887		1499	47	29	1135	146	143	1499	161	13	-111	6525	5599	926	278	266	201
0	INDV	2017	31 Dec 2017	54	92	73	219	52	278	863	32	1444	854	793	0	1647		-203	72	0	1032	2	-1309	-203	295	252	168	1093	104	989	193	137	58
1	INDV	2016	31 Dec 2016	27	83	109	219	41	227	692	30	1209	1030	474	0	1504		-295	72	0	950	0	-1317	-295	407	260	225	1058	107	951	149	98	35
2	INDV	2015	31 Dec 2015	32	62	122	216	48	206	467	0	937	603	613	0	1216		-279	72	0	967	0	-1318	-279	320	289	145	1014	97	917	346	285	228
3	INDV	2014	31 Dec 2014	13	91	78	182	41	193	331	0	747	462	760	0	1222		-475	1437	0	-601	0	-1311	-475	440	414	324	1115	95	1020	562	561	403
4	INDV	2013	31 Dec 2013	13	94	91	198	36	185	7	0	426	451	41	0	492		-66	1437	0	-208	0	-1295	-66	791	788	-18	1216	104	1112	695	695	489
0	INPP	2017	31 Dec 2017	0	0	2005	2005	0	27	34	0	2066	10	18	0	28		2038	1441	0	415	0	182	2038	61	-379	-37	140	0	0	111	106	107
1	INPP	2016	31 Dec 2016	0	0	1515	1515	0	33	71	0	1619	15	0	0	15		1604	1029	0	392	0	182	1604	47	-136	-2	200	0	0	179	175	177
2	INPP	2015	31 Dec 2015	0	0	1201	1201	0	23	72	2	1298	8	0	0	8		1290	825	0	282	0	182	1290	45	-84	43	101	0	0	84	80	82
3	INPP	2014	31 Dec 2014	0	0	1033	1033	0	20	29	3	1085	6	16	0	23		1062	625	0	254	0	182	1062	35	-119	-51	89	0	0	74	71	73
4	INPP	2013	31 Dec 2013	0	0	844	844	0	13	81	4	942	6	0	0	6		935	524	0	229	0	182	935	7	7	15	81	0	0	57	56	59
0	INTU	2017	31 Dec 2017	12	4	10099	10116	0	142	228	309	10795	490	5176	0	5665		5129	678	54	2748	1327	322	5129	141	-377	-27	616	0	0	409	227	203
1	INTU	2016	31 Dec 2016	8	4	9980	9991	0	123	255	0	10369	461	4862	0	5323		5046	678	68	2670	1327	304	5046	131	-112	-22	594	0	0	397	188	172
2	INTU	2015	31 Dec 2015	5	4	9750	9759	0	109	276	3	10147	427	4665	0	5092		5055	672	79	2672	1303	330	5055	160	-15	61	572	0	0	618	513	518
3	INTU	2014	31 Dec 2014	5	4	9208	9217	0	115	230	1	9562	354	4611	0	4965		4597	658	73	2331	1222	313	4597	57	-663	61	536	0	0	893	594	600
4	INTU	2013	31 Dec 2013	6	8	7878	7892	0	82	166	70	8210	408	4181	0	4589		3621	487	102	1740	695	596	3621	-22	-433	-27	533	0	0	450	363	364
0	INVP	2018	31 Mar 2018	233	494	3060	3788	0	24673	4041	25116	57617	0	0	52189	52189		5428	0	682	2531	2418	-203	5428	455	417	409	2295	0	0	644	638	506
1	INVP	2017	31 Mar 2017	106	511	3057	3673	0	22190	3352	24320	53535	0	0	48726	48726		4809	0	645	2227	2341	-404	4809	792	702	1071	2175	0	0	637	637	442
2	INVP	2016	31 Mar 2016	91	516	2472	3079	0	2499	3007	36767	45352	0	0	41492	41492		3859	0	473	2030	2239	-884	3859	619	607	87	1830	0	0	523	518	368
3	INVP	2015	31 Mar 2015	102	509	9643	10254	0	3046	2530	28524	44353	0	0	40313	40313		4041	226	509	1874	2258	-827	4041	596	789	514	1829	0	0	485	392	246
4	INVP	2014	31 Mar 2014	109	593	5758	6459	0	2569	2080	36033	47142	0	0	43129	43129		4013	0	444	1649	2473	-553	4013	955	1126	487	1775	0	0	416	425	332
0	IPO	2017	31 Dec 2017	2	182	1142	1326	0	8	231	95	1661	26	126	0	152		1509	21	4	292	683	509	1509	-22	-77	119	104	0	0	53	53	53
1	IPO	2016	31 Dec 2016	0	62	618	681	0	3	112	0	796	2	25	0	27		769	11	0	240	505	13	769	59	3	3	8	0	0	-15	-15	-15
2	IPO	2015	31 Dec 2015	0	68	558	626	0	3	109	70	808	4	22	0	26		782	11	2	252	505	13	782	-38	-152	42	98	0	0	74	75	75
3	IPO	2014	31 Dec 2014	0	74	357	431	0	5	67	30	533	2	5	0	7		526	10	0	176	328	13	526	-31	-67	48	28	0	0	9	10	10
4	IPO	2013	31 Dec 2013	0	18	296	315	0	1	19	5	339	2	1	0	3		337	8	-0	166	150	13	337	26	4	4	85	0	0	72	73	73
0	ISAT	2017	31 Dec 2017	3237	789	76	4102	34	319	145	360	4960	865	2840	0	3704		1255	0	1	417	745	92	1255	760	213	-117	1400	0	0	322	230	182
1	ISAT	2016	31 Dec 2016	2971	796	64	3832	34	307	262	408	4843	749	2854	0	3603		1240	0	1	477	700	62	1240	771	-37	87	1329	0	0	447	299	243
2	ISAT	2015	31 Dec 2015	2860	772	80	3712	25	325	177	7	4246	720	2277	0	2996		1250	0	1	433	688	129	1250	706	245	-30	1274	0	0	426	338	282
3	ISAT	2014	31 Dec 2014	2649	800	62	3511	28	305	204	43	4092	683	2226	0	2909		1183	0	1	371	688	124	1183	645	220	64	1286	0	0	409	342	341
4	ISAT	2013	31 Dec 2013	2496	781	79	3356	28	277	144	64	3869	1039	1782	0	2821		1048	0	0	240	687	120	1048	597	13	-191	1262	0	0	238	189	103
0	IWG	2017	31 Dec 2017	1367	712	116	2196	0	582	55	28	2860	1225	908	0	2132		728	9	0	669	0	50	728	391	3	1	2352	1951	402	163	149	114
1	IWG	2016	31 Dec 2016	1194	738	127	2059	0	517	50	35	2661	1183	736	0	1919		742	9	0	613	0	120	742	433	124	-28	2233	1785	449	185	174	139
2	IWG	2015	31 Dec 2015	917	666	105	1688	0	558	64	18	2328	1086	658	0	1744		584	10	0	586	0	-12	584	338	11	-7	1927	1499	428	160	146	120
3	IWG	2014	31 Dec 2014	719	550	90	1359	0	440	73	75	1947	892	517	0	1409		537	10	0	512	0	16	537	268	-31	-7	1676	1293	383	104	87	70
4	IWG	2013	31 Dec 2013	609	492	72	1173	0	377	85	8	1642	759	369	0	1128		514	10	0	476	0	28	514	230	-126	-47	1534	1160	374	91	82	67
0	JAM	2017	31 Dec 2017	0	0	1070	1070	0	1	14	1	1086	87	18	0	106		980	14	0	25	152	789	980	6	105	4	0	0	0	0	424	0
1	JAM	2016	31 Dec 2016	0	0	1069	1069	0	1	10	0	1080	1	94	0	95		985	14	0	23	152	796	985	10	55	-9	0	0	0	0	381	0
0	JD.	2018	03 Feb 2018	377	211	67	654	478	146	348	0	1626	682	110	0	792		834	2	64	774	12	-17	834	339	135	102	3161	1630	1532	296	295	236
1	JD.	2017	28 Jan 2017	236	191	38	465	348	119	248	0	1179	535	65	0	600		579	2	27	543	12	-5	579	279	56	23	2379	1215	1164	240	238	185
2	JD.	2016	30 Jan 2016	173	74	34	281	238	56	216	0	791	348	42	0	390		401	2	18	379	12	-11	401	226	144	99	1822	937	884	133	132	101
3	JD.	2015	31 Jan 2015	148	101	32	281	225	54	121	0	682	327	45	0	372		310	2	14	297	12	-15	310	116	56	47	1522	783	740	93	91	54
